Wed Jul 22 01:26:52 2015    server_profile

         6002727 function calls (5995221 primitive calls) in 24.428 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.4/tempfile.py:16(<module>)
      151    0.001    0.000    0.007    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1739(__init__)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.4/site-packages/scipy/sparse/compressed.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.4/site-packages/matplotlib/cm.py:6(<module>)
      440    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap>:2011(_get_spec)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/string.py:15(<module>)
      210    0.001    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:126(invalidate)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/site-packages/dateutil/rrule.py:7(<module>)
      347    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:293(_lock_unlock_module)
     7394    0.006    0.000    0.006    0.000 {built-in method getattr}
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/site-packages/matplotlib/style/core.py:1(<module>)
      409    0.002    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:929(get_valid_values)
      974    0.002    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/numpy/core/fromnumeric.py:125(reshape)
      368    0.006    0.000    0.006    0.000 {method 'read' of '_io.FileIO' objects}
      203    0.003    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:113(deprecate)
       88    0.001    0.000    0.006    0.000 /usr/lib/python3.4/sre_compile.py:444(_compile_info)
      881    0.006    0.000    0.006    0.000 {method 'replace' of 'str' objects}
       71    0.001    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/matplotlib/font_manager.py:655(__init__)
        6    0.002    0.000    0.006    0.001 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:988(_rc_params_in_file)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/string.py:61(__init__)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/site-packages/numpy/ctypeslib.py:51(<module>)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.4/site-packages/matplotlib/compat/subprocess.py:14(<module>)
       39    0.006    0.000    0.006    0.000 {built-in method dir}
       94    0.000    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:113(dedent_interpd)
      784    0.001    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:394(asarray)
  263/210    0.002    0.000    0.006    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:137(_invalidate_internal)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/traceback.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/random.py:37(<module>)
       12    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/rcsetup.py:313(validate_font_properties)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/numpy/core/numerictypes.py:82(<module>)
       12    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:122(parse)
      169    0.005    0.000    0.005    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
     3143    0.005    0.000    0.005    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:7(<module>)
        1    0.001    0.001    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/pyplot.py:2095(_setup_pyplot_info_docstrings)
        7    0.000    0.000    0.005    0.001 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:200(decorator)
       36    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:868(get_path)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/numpy/lib/polynomial.py:4(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:30(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/scipy/sparse/data.py:7(<module>)
      117    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:1132(__add__)
       36    0.001    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/lines.py:569(recache)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/table.py:21(<module>)
      853    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:192(acquire)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/style/core.py:91(load_base_library)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/style/core.py:123(read_style_directory)
      367    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:739(__exit__)
        4    0.000    0.000    0.005    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1493(add_line)
        7    0.000    0.000    0.005    0.001 /usr/lib/python3.4/site-packages/pyparsing.py:1695(__init__)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/fractions.py:4(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/urllib/parse.py:28(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/linecache.py:6(<module>)
       16    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:497(_get_text1)
    14196    0.005    0.000    0.005    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/subprocess.py:345(<module>)
      117    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2390(composite_transform_factory)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/dateutil/parser.py:16(<module>)
      853    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:217(release)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/eigen/__init__.py:8(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/numpy/core/_internal.py:6(<module>)
        1    0.001    0.001    0.005    0.005 /usr/lib/python3.4/site-packages/scipy/__init__.py:65(<module>)
      400    0.003    0.000    0.005    0.000 server_profile.py:88(createSub)
      810    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap>:1870(_path_importer_cache)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/legend.py:23(<module>)
       16    0.000    0.000    0.005    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:354(_get_text1)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/scipy/linalg/basic.py:7(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:7(<module>)
        7    0.000    0.000    0.005    0.001 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:177(create)
      506    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:268(__exit__)
        7    0.000    0.000    0.004    0.001 /usr/lib/python3.4/site-packages/scipy/optimize/nonlin.py:1488(_nonlin_wrapper)
      153    0.001    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/numpy/core/numeric.py:2125(identity)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/matplotlib/mlab.py:176(<module>)
        6    0.000    0.000    0.004    0.001 <string>:1(non_reentrant)
     1070    0.004    0.000    0.004    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/numpy/lib/function_base.py:1(<module>)
       11    0.002    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:913(<listcomp>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/pyparsing.py:3471(makeHTMLTags)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/scipy/sparse/lil.py:2(<module>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/pyparsing.py:3442(_makeTags)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/ctypes/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/pickle.py:24(<module>)
      244    0.001    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:161(set_children)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/matplotlib/mathtext.py:19(<module>)
     2941    0.004    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/__init__.py:871(__getitem__)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/email/_policybase.py:4(<module>)
       43    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:2061(_fill_cache)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/unittest/main.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/numpy/linalg/__init__.py:45(<module>)
    10956    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
      440    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:884(spec_from_file_location)
       16    0.000    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:372(_get_text2)
      367    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:1631(path_stats)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/tokenize.py:21(<module>)
      117    0.001    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2215(__init__)
        1    0.001    0.001    0.004    0.004 /usr/lib/python3.4/site-packages/numpy/ma/core.py:21(<module>)
      282    0.001    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/numpy/lib/function_base.py:3251(add_newdoc)
     2959    0.003    0.000    0.004    0.000 /usr/lib/python3.4/inspect.py:2373(<genexpr>)
  609/248    0.003    0.000    0.004    0.000 /usr/lib/python3.4/sre_parse.py:152(getwidth)
       16    0.000    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/axis.py:513(_get_text2)
       51    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:2322(__import__)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/matplotlib/patches.py:2965(ArrowStyle)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.4/site-packages/matplotlib/afm.py:34(<module>)
       32    0.000    0.000    0.004    0.000 /usr/lib/python3.4/site-packages/matplotlib/markers.py:693(_set_tickup)
      835    0.001    0.000    0.004    0.000 {method 'values' of 'mappingproxy' objects}
      203    0.003    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/numpy/lib/utils.py:69(__call__)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:1917(autoscale_view)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/dis.py:1(<module>)
       32    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/markers.py:685(_set_tickright)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/numpy/random/__init__.py:88(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/matplotlib/projections/__init__.py:1(<module>)
        8    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:296(_grab_next_args)
      102    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:2240(_gcd_import)
        4    0.000    0.000    0.003    0.001 /usr/lib/python3.4/site-packages/matplotlib/axes/_base.py:260(_plot_args)
       44    0.003    0.000    0.003    0.000 {built-in method listdir}
     8309    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/hashlib.py:53(<module>)
     1623    0.002    0.000    0.003    0.000 /usr/lib/python3.4/sre_parse.py:142(__getitem__)
       32    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/markers.py:699(_set_tickdown)
      262    0.002    0.000    0.003    0.000 /usr/lib/python3.4/weakref.py:214(values)
     3979    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:518(_verbose_message)
       32    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/markers.py:679(_set_tickleft)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/matplotlib/fontconfig_pattern.py:74(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/distutils/sysconfig.py:10(<module>)
        2    0.000    0.000    0.003    0.002 /usr/lib/python3.4/site-packages/pyparsing.py:3359(srange)
        5    0.001    0.000    0.003    0.001 /usr/lib/python3.4/enum.py:88(__new__)
      415    0.003    0.000    0.003    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       71    0.001    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/text.py:160(__init__)
      213    0.002    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:79(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/scipy/misc/__init__.py:38(<module>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/numpy/lib/npyio.py:1(<module>)
      183    0.001    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:745(update)
      579    0.002    0.000    0.003    0.000 {built-in method any}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/matplotlib/axes/_axes.py:51(Axes)
     2368    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0xb773c580}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/email/header.py:5(<module>)
        2    0.000    0.000    0.003    0.001 /usr/lib/python3.4/enum.py:196(__call__)
        2    0.000    0.000    0.003    0.001 /usr/lib/python3.4/enum.py:295(_create_)
      394    0.001    0.000    0.003    0.000 /usr/lib/python3.4/weakref.py:149(__setitem__)
      473    0.002    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/cbook.py:681(is_string_like)
     1802    0.001    0.000    0.003    0.000 /usr/lib/python3.4/sre_parse.py:214(match)
      807    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:56(_path_split)
       65    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/transforms.py:2564(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/scipy/sparse/linalg/dsolve/__init__.py:52(<module>)
      651    0.001    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/artist.py:235(pchanged)
        7    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/scipy/lib/decorator.py:87(__init__)
      585    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:172(__init__)
        1    0.002    0.002    0.003    0.003 /home/lipastomies/git/igem/modeling/2015/particle_model/fileio_alt.py:231(writeOutput)
      144    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/cm.py:64(_generate_cmap)
     3530    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
    24/12    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/pyparsing.py:2478(parseImpl)
     3487    0.003    0.000    0.003    0.000 /usr/lib/python3.4/collections/__init__.py:87(__iter__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/numpy/linalg/linalg.py:10(<module>)
       79    0.000    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/matplotlib/docstring.py:128(<lambda>)
      367    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:129(_new_module)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.4/site-packages/numpy/fft/__init__.py:1(<module>)
      153    0.002    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/numpy/lib/twodim_base.py:190(eye)
       43    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:1853(_path_hooks)
      401    0.002    0.000    0.003    0.000 /usr/lib/python3.4/site-packages/numpy/lib/function_base.py:1644(__init__)
